=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2026-7-16_3-25-4
====================================================================================
3:25:4 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
3:25:4 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
3:25:4 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
3:25:4 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
3:25:4 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
3:25:4 | Building Sets Loaded: 0
3:25:4 | [SteamAPIManager] WARNING couldn't fetch server IP from configs; using cURL...
3:25:4 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
3:35:53 | Player "massive muhammed" (steamId=76561198201640109) connected to server!
3:37:26 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (SCARH)
3:37:30 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (SCAR_StockBttstck)
3:37:44 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Mag_SCARH_20Rnd)
3:38:11 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Mag_SCARH_20Rnd)
3:38:38 | "massive muhammed" (steamid=76561198201640109) just updated a health stat on (steamid=76561198201640109)
3:38:39 | "massive muhammed" (steamid=76561198201640109) just updated a health stat on (steamid=76561198201640109)
3:38:42 | "massive muhammed" (steamid=76561198201640109) gave godmode to (steamid=76561198201640109)
3:38:43 | "massive muhammed" (steamid=76561198201640109) gave unlimited ammo to (steamid=76561198201640109)
3:38:48 | "massive muhammed" (steamid=76561198201640109) toggled freecam
3:38:58 | "massive muhammed" (steamid=76561198201640109) toggled freecam
3:39:24 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:33 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:45 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:45 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:45 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:45 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:45 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:46 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:46 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:47 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:47 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:47 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:47 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:47 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:47 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:47 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:47 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:47 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:48 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:48 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:48 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:48 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:48 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:48 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:48 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:48 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:48 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:49 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:49 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:49 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:49 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:49 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:49 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:49 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Animal_UrsusArctos)
3:39:51 | "massive muhammed" (steamid=76561198201640109) toggled freecam
3:39:56 | "massive muhammed" (steamid=76561198201640109) toggled freecam
3:41:27 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (M67Grenade)
3:41:35 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (M67Grenade)
3:41:35 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (M67Grenade)
3:41:35 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (M67Grenade)
3:41:35 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (M67Grenade)
3:42:29 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (SCARH)
3:42:36 | "massive muhammed" (steamid=76561198201640109) Spawned Item: (Mag_SCARH_20Rnd)
3:42:54 | "massive muhammed" (steamid=76561198201640109) teleported to crosshair (pos=<9765.203125, 4.917587, 1851.814087>)
3:44:27 | Player "massive muhammed" (steamId=76561198201640109) initiated disconnect process...
3:44:29 | Player "massive muhammed" (steamId=76561198201640109) disconnected early from server (EXIT NOW).
